listing_id,first_review,last_review,number_of_reviews,accuracy_score,cleanliness_score,checkin_score,communication_score,location_score,value_score,rating
18711459,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
18721645,2017-06-06 04:00:00,2019-01-25 05:00:00,9,10,10,10,10,10,9,98
18734995,2017-05-21 04:00:00,2018-10-07 04:00:00,18,10,9,10,10,10,10,97
18877786,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
18891380,2017-09-15 04:00:00,2017-09-18 04:00:00,2,10,10,10,10,10,10,100
18909301,2017-05-28 04:00:00,2019-01-06 05:00:00,30,9,9,9,9,9,9,88
18994805,2017-06-08 04:00:00,2017-06-18 04:00:00,3,9,8,9,9,9,9,93
19029043,2017-06-25 04:00:00,2018-12-30 05:00:00,39,10,10,10,10,10,10,99
19030149,2017-07-10 04:00:00,2019-02-17 05:00:00,65,10,10,10,10,10,10,96
1907162,2014-01-04 05:00:00,2019-01-06 05:00:00,4,10,7,9,10,10,8,85
19141928,2018-08-11 04:00:00,2018-08-11 04:00:00,1,10,10,10,10,10,9,95
19142002,2018-08-14 04:00:00,2018-10-03 04:00:00,2,10,10,10,10,10,10,100
18341576,2017-07-05 04:00:00,2017-12-21 05:00:00,2,10,9,10,10,10,10,100
18257984,2017-05-28 04:00:00,2019-02-20 05:00:00,31,9,9,10,10,10,9,95
18309220,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
1828808,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
18437734,2017-05-14 04:00:00,2019-01-14 05:00:00,79,10,10,10,10,10,10,95
18472801,2017-05-29 04:00:00,2018-04-29 04:00:00,5,10,10,10,10,10,10,100
18599539,2017-05-17 04:00:00,2019-02-09 05:00:00,19,9,10,10,10,10,10,96
18611535,2017-06-19 04:00:00,2019-02-22 05:00:00,32,10,10,10,10,10,9,94
18620288,2017-05-19 04:00:00,2019-01-24 05:00:00,74,10,10,10,10,10,10,96
18682987,2017-06-04 04:00:00,2019-01-23 05:00:00,16,10,10,10,9,9,9,94
18772566,2017-06-02 04:00:00,2017-10-08 04:00:00,4,10,10,8,10,10,10,100
18917356,2017-05-28 04:00:00,2017-06-17 04:00:00,3,10,10,10,10,10,10,100
1915001,2014-01-05 05:00:00,2018-02-25 05:00:00,122,10,10,10,10,10,10,97
19220115,2017-07-28 04:00:00,2018-07-04 04:00:00,40,10,10,10,10,10,10,96
19320618,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19426217,2017-07-04 04:00:00,2019-01-07 05:00:00,45,9,9,9,9,9,9,91
19469971,2017-07-11 04:00:00,2017-10-08 04:00:00,6,10,10,10,10,10,10,100
18377036,2017-06-03 04:00:00,2019-02-18 05:00:00,47,10,9,10,10,10,9,95
18315277,2017-06-02 04:00:00,2019-02-23 05:00:00,40,9,8,9,9,9,8,82
18407251,2017-04-28 04:00:00,2018-04-06 04:00:00,24,10,9,10,10,10,10,96
18730346,2017-05-15 04:00:00,2018-11-18 05:00:00,42,9,9,9,9,9,9,86
18776184,2017-06-15 04:00:00,2019-02-22 05:00:00,74,10,10,10,10,10,10,99
19018752,2017-06-04 04:00:00,2017-09-25 04:00:00,3,10,10,10,10,10,10,100
19044796,2017-06-18 04:00:00,2019-02-27 05:00:00,92,10,10,10,10,10,9,98
1910291,2013-11-19 05:00:00,2019-03-06 05:00:00,147,10,10,10,10,10,10,94
19117590,2017-07-25 04:00:00,2018-05-11 04:00:00,2,8,10,7,10,10,5,90
19137059,2017-08-12 04:00:00,2018-09-15 04:00:00,10,7,7,8,8,8,8,82
193105,2011-08-27 04:00:00,2018-12-05 05:00:00,41,10,10,10,10,10,9,96
19405074,2017-06-30 04:00:00,2019-02-13 05:00:00,56,8,8,9,9,9,9,81
19501264,2017-08-08 04:00:00,2017-08-08 04:00:00,1,10,10,10,10,10,10,100
19764243,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
18574397,2017-06-10 04:00:00,2019-01-15 05:00:00,87,10,10,10,10,10,10,97
18586018,2017-05-09 04:00:00,2019-02-16 05:00:00,100,10,10,10,10,10,10,96
18848869,2017-07-16 04:00:00,2018-07-17 04:00:00,20,10,8,9,10,10,9,91
18859786,2017-07-16 04:00:00,2019-02-25 05:00:00,102,10,9,10,10,10,10,98
19086528,2017-06-25 04:00:00,2018-03-12 04:00:00,14,10,10,10,10,10,10,100
19104230,2017-06-20 04:00:00,2019-02-23 05:00:00,91,10,10,10,10,10,10,100
1925519,2015-11-01 04:00:00,2015-11-01 04:00:00,1,6,2,6,6,6,6,20
19265750,2017-06-29 04:00:00,2019-03-05 05:00:00,50,9,10,10,10,10,9,92
18487499,2018-06-05 04:00:00,2018-10-19 04:00:00,2,9,9,7,9,9,9,80
18527139,2017-06-02 04:00:00,2018-01-28 05:00:00,18,9,8,10,10,10,10,93
18571579,2017-07-02 04:00:00,2019-01-19 05:00:00,6,10,9,10,10,10,10,100
18769857,2017-05-21 04:00:00,2019-01-04 05:00:00,55,10,10,10,10,10,9,93
18841207,2017-06-09 04:00:00,2018-02-26 05:00:00,7,10,10,10,10,10,9,97
18935312,2017-08-14 04:00:00,2018-01-13 05:00:00,2,10,8,10,10,10,10,100
18999236,2017-06-03 04:00:00,2019-03-08 05:00:00,34,9,8,9,9,9,9,85
19049757,2017-07-27 04:00:00,2018-06-09 04:00:00,4,10,10,9,10,10,9,95
19063118,2017-06-03 04:00:00,2018-10-07 04:00:00,106,10,10,10,10,10,10,97
19083972,2017-06-22 04:00:00,2019-03-03 05:00:00,39,10,9,10,10,10,9,94
191079,2012-07-05 04:00:00,2018-09-17 04:00:00,20,10,9,10,10,10,9,95
19213844,2017-07-25 04:00:00,2019-02-25 05:00:00,47,9,9,9,9,9,9,89
19249207,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19304849,2017-08-31 04:00:00,2019-02-23 05:00:00,2,10,10,10,10,10,10,100
19536693,2013-06-10 04:00:00,2019-01-03 05:00:00,40,9,9,9,9,9,9,84
19616417,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19653176,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19654540,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19789278,2017-08-11 04:00:00,2017-08-11 04:00:00,1,10,10,10,10,10,10,100
19853110,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19866204,2018-01-05 05:00:00,2019-02-01 05:00:00,15,9,9,9,9,9,8,87
19869291,2017-09-20 04:00:00,2017-09-20 04:00:00,1,10,10,10,10,10,10,100
19904358,2017-08-06 04:00:00,2017-08-20 04:00:00,3,9,10,10,10,10,10,100
18360303,2018-01-07 05:00:00,2018-01-07 05:00:00,1,10,8,10,6,6,8,100
18366332,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
18386381,2018-03-25 04:00:00,2018-03-25 04:00:00,1,10,10,10,10,10,10,100
18485581,2017-05-14 04:00:00,2019-03-07 05:00:00,111,10,10,10,10,10,10,96
18748105,2017-11-23 05:00:00,2019-02-19 05:00:00,8,8,8,8,7,7,8,80
18793287,2017-06-04 04:00:00,2019-03-03 05:00:00,24,10,10,10,10,10,9,94
18841656,2017-07-11 04:00:00,2019-02-18 05:00:00,13,9,9,10,9,9,10,95
18954080,2018-03-18 04:00:00,2018-07-23 04:00:00,3,10,8,10,10,10,10,100
19061599,2017-06-04 04:00:00,2019-03-04 05:00:00,202,10,10,10,10,10,10,97
19100444,2017-06-19 04:00:00,2019-03-01 05:00:00,32,9,10,10,10,10,10,94
19197922,2017-06-11 04:00:00,2019-01-13 05:00:00,8,9,8,10,10,10,9,89
19259702,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
1932651,2014-01-08 05:00:00,2018-12-17 05:00:00,30,9,8,9,10,10,8,85
19337464,2017-07-03 04:00:00,2019-02-19 05:00:00,37,10,10,10,10,10,10,97
19380085,2017-07-03 04:00:00,2019-01-02 05:00:00,76,9,10,10,10,10,9,95
19396377,2017-06-29 04:00:00,2019-02-01 05:00:00,18,10,10,10,10,10,10,100
1944996,2016-08-18 04:00:00,2019-01-28 05:00:00,72,10,10,10,10,10,10,97
19486889,2017-07-08 04:00:00,2017-08-31 04:00:00,7,9,8,10,9,9,9,86
19536219,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19735591,2018-04-01 04:00:00,2019-01-28 05:00:00,3,10,10,9,10,10,10,100
19900130,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19920554,2017-08-03 04:00:00,2019-01-13 05:00:00,22,10,10,10,10,10,10,98
19158211,2017-06-15 04:00:00,2019-01-30 05:00:00,91,9,9,9,10,10,9,90
19238057,2017-06-16 04:00:00,2019-02-18 05:00:00,45,9,9,10,10,10,10,93
19309013,2017-08-16 04:00:00,2018-08-04 04:00:00,4,10,10,10,10,10,10,100
19373991,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19416383,2017-07-08 04:00:00,2019-02-18 05:00:00,34,10,10,10,10,10,10,98
19499950,2017-08-06 04:00:00,2018-03-14 04:00:00,7,10,10,9,9,9,9,91
19827778,2017-07-23 04:00:00,2019-02-19 05:00:00,28,10,10,10,10,10,10,97
19828845,2017-07-25 04:00:00,2019-01-20 05:00:00,6,8,9,9,9,9,9,80
19929723,2017-08-09 04:00:00,2019-02-28 05:00:00,22,10,9,10,10,10,9,94
18236691,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19526091,2017-07-03 04:00:00,2019-02-02 05:00:00,71,10,10,10,10,10,9,93
19585860,2018-10-16 04:00:00,2018-10-16 04:00:00,1,10,10,10,10,10,10,100
19678531,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19704903,2017-07-09 04:00:00,2018-10-29 04:00:00,61,10,9,10,10,10,10,94
19767452,2017-08-29 04:00:00,2019-01-03 05:00:00,7,10,9,10,10,10,10,97
19807212,2017-09-27 04:00:00,2019-02-01 05:00:00,5,10,10,10,10,10,10,100
19825124,2017-07-22 04:00:00,2019-01-01 05:00:00,53,10,10,10,10,10,10,97
19880329,2017-12-29 05:00:00,2017-12-29 05:00:00,1,10,10,10,10,10,10,80
19935458,2017-07-30 04:00:00,2019-02-18 05:00:00,51,9,9,9,9,9,9,89
18277596,2018-08-16 04:00:00,2018-08-16 04:00:00,1,10,10,10,10,10,9,95
18333334,2018-07-16 04:00:00,2019-02-15 05:00:00,7,9,9,9,9,9,9,86
18345625,2017-05-19 04:00:00,2018-06-15 04:00:00,16,10,10,10,10,10,10,99
18426634,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
18439011,2017-06-14 04:00:00,2019-02-10 05:00:00,35,8,9,9,9,9,8,85
18569613,2017-06-26 04:00:00,2017-07-15 04:00:00,3,10,9,9,10,10,9,87
18914730,2017-05-29 04:00:00,2019-02-18 05:00:00,232,10,10,10,10,10,10,97
19095535,2017-07-12 04:00:00,2019-02-17 05:00:00,28,9,9,9,9,9,9,83
19134150,2017-08-21 04:00:00,2017-08-21 04:00:00,1,10,10,10,10,10,10,100
19241544,2018-02-05 05:00:00,2019-01-18 05:00:00,6,10,9,10,10,10,10,100
19280475,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19496193,2017-07-08 04:00:00,2019-01-16 05:00:00,83,10,10,9,10,10,9,94
19559597,2017-08-07 04:00:00,2019-01-11 05:00:00,10,10,10,10,10,10,9,98
19694143,2017-07-31 04:00:00,2017-08-20 04:00:00,3,10,10,10,9,9,10,100
19750905,2017-08-26 04:00:00,2018-12-31 05:00:00,5,10,8,10,10,10,10,92
19870743,2018-04-11 04:00:00,2018-04-11 04:00:00,1,10,10,10,10,10,10,100
19953862,2017-07-29 04:00:00,2019-02-24 05:00:00,57,9,8,9,9,9,9,87
19845395,2017-07-23 04:00:00,2019-01-07 05:00:00,30,10,10,10,9,9,10,97
19979892,2017-08-13 04:00:00,2019-01-23 05:00:00,37,10,9,10,10,10,9,94
19981060,2017-07-24 04:00:00,2018-08-30 04:00:00,16,10,10,10,10,10,10,99
18272882,2017-04-23 04:00:00,2019-03-05 05:00:00,104,10,9,10,10,10,10,96
18294732,2017-04-29 04:00:00,2018-02-19 05:00:00,6,9,8,9,10,10,9,92
18330450,2017-05-02 04:00:00,2019-01-24 05:00:00,121,9,9,9,9,9,9,89
1844578,2014-06-17 04:00:00,2019-01-02 05:00:00,10,10,10,10,10,10,9,100
18824084,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
18887229,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
18916525,2017-06-04 04:00:00,2017-08-15 04:00:00,3,10,10,10,10,10,10,100
19014550,2017-07-06 04:00:00,2019-02-14 05:00:00,38,10,9,10,10,10,10,95
19038282,2017-07-27 04:00:00,2018-11-08 05:00:00,19,10,9,10,10,10,10,98
19094047,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19098733,2018-07-16 04:00:00,2018-07-16 04:00:00,1,10,2,10,10,10,8,60
19105533,2017-07-12 04:00:00,2018-12-26 05:00:00,5,10,9,10,10,10,10,90
19149590,2017-06-26 04:00:00,2018-11-06 05:00:00,24,9,10,9,9,9,9,92
19156662,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19160496,2017-06-12 04:00:00,2018-10-15 04:00:00,23,10,10,10,10,10,10,98
19235160,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19244141,2018-05-01 04:00:00,2019-02-10 05:00:00,4,9,10,10,9,9,10,87
18253139,2017-06-06 04:00:00,2019-01-13 05:00:00,21,10,10,10,10,10,9,97
18295520,2017-08-01 04:00:00,2018-09-22 04:00:00,13,7,9,8,8,8,7,78
18512156,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
18849075,2017-06-27 04:00:00,2019-02-10 05:00:00,59,10,10,10,10,10,10,97
18917540,2017-05-29 04:00:00,2019-01-04 05:00:00,13,10,10,10,10,10,10,97
18918530,2017-06-02 04:00:00,2019-03-02 05:00:00,110,10,9,10,10,10,9,97
19142081,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19170546,2017-07-15 04:00:00,2019-01-02 05:00:00,86,10,10,10,10,10,9,94
19178913,2017-06-18 04:00:00,2019-02-09 05:00:00,50,10,10,10,10,10,10,99
19253090,2018-01-14 05:00:00,2018-09-29 04:00:00,4,10,10,9,9,9,9,95
1950395,2014-01-02 05:00:00,2017-01-07 05:00:00,3,10,10,10,10,10,9,100
19557455,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19585700,2017-10-06 04:00:00,2019-01-10 05:00:00,12,9,9,10,9,9,10,90
19695963,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19712132,2017-08-26 04:00:00,2018-11-27 05:00:00,14,10,10,10,10,10,10,100
19828489,2017-07-29 04:00:00,2018-10-26 04:00:00,49,9,8,10,10,10,9,86
19846740,2017-10-20 04:00:00,2019-02-17 05:00:00,28,9,8,9,9,9,9,84
18294310,2017-05-11 04:00:00,2019-01-08 05:00:00,59,10,9,10,9,9,9,93
18240963,2017-04-30 04:00:00,2018-12-21 05:00:00,43,10,10,10,10,10,10,95
18316061,2017-05-06 04:00:00,2017-11-15 05:00:00,3,10,10,10,10,10,10,100
1836793,2015-01-15 05:00:00,2018-12-16 05:00:00,64,10,10,10,10,10,10,98
18421662,2017-07-01 04:00:00,2019-01-22 05:00:00,21,10,10,10,10,10,10,95
18520551,2017-05-24 04:00:00,2019-01-11 05:00:00,10,8,7,9,9,9,8,72
1897001,2014-01-05 05:00:00,2018-03-31 04:00:00,33,9,10,10,10,10,10,99
19167153,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19177584,2017-06-23 04:00:00,2018-08-02 04:00:00,14,10,10,10,10,10,8,89
19246639,2017-06-20 04:00:00,2019-01-26 05:00:00,96,10,10,10,10,10,9,94
19270950,2017-07-10 04:00:00,2019-02-20 05:00:00,35,9,10,9,9,9,9,89
19366111,2017-08-17 04:00:00,2019-02-23 05:00:00,87,10,10,10,10,10,10,98
19441009,2017-10-16 04:00:00,2018-05-05 04:00:00,2,6,2,6,6,6,5,50
19442650,2017-11-02 04:00:00,2019-01-31 05:00:00,2,10,10,10,9,9,10,100
19559079,2017-08-14 04:00:00,2018-09-03 04:00:00,3,10,10,7,10,10,10,73
19555586,2017-07-03 04:00:00,2019-02-08 05:00:00,111,10,10,10,10,10,10,97
19587001,2017-07-22 04:00:00,2019-02-20 05:00:00,37,10,10,10,10,10,10,96
19664691,2017-07-27 04:00:00,2019-02-25 05:00:00,31,9,10,10,10,10,9,94
19739919,2017-08-21 04:00:00,2017-08-21 04:00:00,1,10,10,10,10,10,10,100
19773917,2017-08-04 04:00:00,2018-11-02 04:00:00,15,10,10,10,10,10,10,97
19780732,2017-08-03 04:00:00,2018-10-25 04:00:00,12,9,9,9,9,9,9,88
19976324,2017-07-24 04:00:00,2019-03-06 05:00:00,59,10,10,10,10,10,10,94
1826858,2015-03-05 05:00:00,2019-03-01 05:00:00,257,10,10,10,10,10,10,98
18293288,2017-05-21 04:00:00,2019-01-02 05:00:00,40,10,10,10,9,9,9,94
18353952,2017-04-29 04:00:00,2019-02-25 05:00:00,59,10,10,10,10,10,10,98
18387366,2017-10-24 04:00:00,2017-10-29 04:00:00,3,10,9,10,10,10,10,93
18446434,2018-07-12 04:00:00,2018-12-31 05:00:00,2,10,8,10,10,10,8,90
18617060,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
18704012,2017-09-17 04:00:00,2017-10-15 04:00:00,3,10,9,10,10,10,10,93
1886978,2013-12-03 05:00:00,2018-11-24 05:00:00,78,10,10,10,10,10,10,95
18944834,2017-06-22 04:00:00,2018-12-31 05:00:00,41,10,10,10,10,10,10,100
19165058,2017-06-20 04:00:00,2017-06-20 04:00:00,1,8,8,4,6,6,8,80
19310295,2017-06-24 04:00:00,2019-01-02 05:00:00,23,10,10,10,10,10,10,97
18585742,2017-06-17 04:00:00,2019-02-23 05:00:00,70,10,10,10,10,10,10,98
18415512,2017-05-16 04:00:00,2019-01-22 05:00:00,71,9,9,10,10,10,9,90
1844208,2014-03-25 04:00:00,2019-02-05 05:00:00,25,10,10,10,10,10,10,96
18446380,2017-05-28 04:00:00,2019-01-10 05:00:00,26,10,9,10,10,10,10,93
18809312,2017-06-06 04:00:00,2018-08-10 04:00:00,8,9,10,10,10,10,9,93
18917022,2017-07-08 04:00:00,2019-02-09 05:00:00,12,8,8,9,10,10,7,80
19037045,2017-06-27 04:00:00,2018-10-15 04:00:00,25,9,10,9,10,10,9,96
19173256,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19319,2010-05-02 04:00:00,2018-12-13 05:00:00,93,10,10,10,10,10,10,98
19530460,2017-07-06 04:00:00,2019-01-17 05:00:00,59,9,9,10,10,10,9,92
19587471,2018-09-18 04:00:00,2019-02-02 05:00:00,4,9,10,9,10,10,10,95
19592057,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19768051,2017-09-16 04:00:00,2017-10-28 04:00:00,5,10,10,10,10,10,10,100
19781115,2017-07-14 04:00:00,2017-07-14 04:00:00,1,10,10,10,10,10,9,95
19901356,2017-08-02 04:00:00,2019-03-03 05:00:00,68,9,9,10,10,10,9,91
19907902,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19847790,2017-07-30 04:00:00,2019-01-20 05:00:00,43,9,9,10,10,10,9,88
19862007,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19865325,2017-07-27 04:00:00,2017-07-27 04:00:00,1,10,10,10,10,10,9,95
18594608,2017-06-11 04:00:00,2017-10-10 04:00:00,4,10,10,10,10,10,10,100
18607563,2017-05-26 04:00:00,2019-01-31 05:00:00,125,10,9,10,10,10,9,94
18780832,2017-07-05 04:00:00,2019-02-10 05:00:00,109,10,9,9,10,10,10,93
18905958,2017-06-08 04:00:00,2017-06-11 04:00:00,2,6,6,6,8,8,6,60
19005784,2017-06-17 04:00:00,2019-02-11 05:00:00,44,9,9,10,9,9,9,93
19030572,2017-06-12 04:00:00,2019-02-18 05:00:00,37,10,10,10,10,10,10,97
19050582,2017-08-10 04:00:00,2019-01-06 05:00:00,83,10,10,10,10,10,9,96
19056339,2017-07-16 04:00:00,2019-02-16 05:00:00,54,10,10,10,10,10,10,99
19060682,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19101306,2017-06-08 04:00:00,2019-02-10 05:00:00,37,9,9,10,10,10,9,92
19572281,2017-08-14 04:00:00,2019-01-31 05:00:00,120,10,10,10,10,10,10,99
19677006,2017-08-28 04:00:00,2018-01-14 05:00:00,6,10,10,10,9,9,9,92
19786915,2017-07-30 04:00:00,2019-02-26 05:00:00,38,9,9,10,10,10,9,89
19800005,2017-08-19 04:00:00,2017-09-27 04:00:00,3,9,10,10,10,10,10,100
19815841,2017-08-08 04:00:00,2019-02-25 05:00:00,94,9,9,10,9,9,9,89
19821682,2018-01-05 05:00:00,2018-12-19 05:00:00,6,9,8,9,10,10,9,89
19830008,2017-07-23 04:00:00,2019-02-08 05:00:00,63,10,9,10,10,10,10,97
19877430,2017-09-04 04:00:00,2019-02-15 05:00:00,69,9,9,10,10,10,9,92
19933161,2017-11-16 05:00:00,2019-03-03 05:00:00,51,10,10,10,10,10,9,93
18255921,2017-06-09 04:00:00,2017-06-09 04:00:00,1,10,10,10,10,10,10,100
18250284,2017-05-07 04:00:00,2019-01-02 05:00:00,45,10,10,10,10,10,10,98
18338274,2017-07-21 04:00:00,2018-08-06 04:00:00,56,10,10,10,10,10,10,98
186655,2011-08-30 04:00:00,2018-10-29 04:00:00,171,10,10,10,10,10,10,95
19028601,2017-07-05 04:00:00,2018-02-25 05:00:00,6,10,10,10,10,10,10,100
19036802,2017-06-24 04:00:00,2019-02-16 05:00:00,87,10,8,10,10,10,9,91
19057068,2017-11-07 05:00:00,2017-11-07 05:00:00,1,10,10,10,10,10,9,95
19199353,2017-06-26 04:00:00,2018-11-12 05:00:00,11,9,9,9,9,9,9,85
19273862,2017-07-03 04:00:00,2017-07-24 04:00:00,7,10,9,10,10,10,10,86
19376053,2017-07-13 04:00:00,2019-02-20 05:00:00,73,10,9,10,10,10,9,94
1940174,2014-01-11 05:00:00,2019-02-01 05:00:00,95,10,10,10,10,10,10,98
19499999,2017-07-10 04:00:00,2018-07-22 04:00:00,8,10,10,10,10,10,10,100
19550665,2017-07-09 04:00:00,2018-10-06 04:00:00,8,9,9,10,10,10,10,89
19574869,2017-07-03 04:00:00,2019-02-27 05:00:00,41,9,8,10,10,10,9,89
19599721,2017-08-08 04:00:00,2018-12-28 05:00:00,15,9,9,10,10,10,10,91
19961067,2017-08-05 04:00:00,2019-02-20 05:00:00,57,10,10,10,10,10,10,98
19576456,2017-08-12 04:00:00,2019-02-02 05:00:00,56,10,10,10,10,10,10,98
19681765,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19684176,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19113128,2017-06-12 04:00:00,2019-01-04 05:00:00,77,9,8,8,8,8,9,85
19172215,2017-08-14 04:00:00,2018-07-01 04:00:00,4,8,9,9,8,8,9,90
19217460,2017-07-18 04:00:00,2018-12-20 05:00:00,13,9,8,9,9,9,9,77
1931341,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19326382,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19340381,2017-07-01 04:00:00,2019-03-04 05:00:00,89,10,10,10,10,10,10,96
19592720,2017-07-11 04:00:00,2017-12-16 05:00:00,12,9,9,9,9,9,9,87
19865003,2017-07-23 04:00:00,2019-02-11 05:00:00,25,10,9,10,10,10,9,92
19952004,2017-07-23 04:00:00,2018-09-02 04:00:00,12,9,8,9,10,10,9,89
18312333,2017-08-01 04:00:00,2017-08-01 04:00:00,1,8,6,6,6,6,8,80
18358621,2017-05-06 04:00:00,2019-01-28 05:00:00,77,10,9,10,10,10,9,98
18375815,2017-05-18 04:00:00,2019-02-07 05:00:00,27,9,10,9,10,10,9,90
18543540,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
1858521,2017-08-13 04:00:00,2018-08-16 04:00:00,3,10,9,10,10,10,9,100
18675215,2017-07-19 04:00:00,2018-09-22 04:00:00,14,10,10,10,10,10,10,98
1882020,2013-12-29 05:00:00,2015-07-31 04:00:00,33,9,9,10,10,10,10,91
19220298,2017-06-25 04:00:00,2017-10-29 04:00:00,23,10,10,10,10,10,10,99
19221893,2017-10-17 04:00:00,2018-07-12 04:00:00,11,8,9,9,9,9,9,80
1925045,2014-03-06 05:00:00,2019-02-02 05:00:00,13,10,10,10,10,10,10,98
19430825,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19494546,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19550563,2017-07-04 04:00:00,2019-02-18 05:00:00,86,10,10,10,10,10,9,95
19664709,2017-07-08 04:00:00,2019-02-07 05:00:00,84,8,7,9,8,8,8,79
19692712,2017-08-14 04:00:00,2017-08-14 04:00:00,1,10,10,6,8,8,8,100
19746798,2017-07-27 04:00:00,2018-04-14 04:00:00,2,10,10,10,8,8,10,100
1975244,2014-01-02 05:00:00,2018-01-03 05:00:00,4,10,9,10,10,10,10,95
19768922,2017-11-20 05:00:00,2017-12-30 05:00:00,2,10,8,10,10,10,10,80
19660411,2017-07-26 04:00:00,2019-02-25 05:00:00,35,10,9,10,10,10,9,92
19699590,2017-07-14 04:00:00,2019-02-09 05:00:00,44,9,10,9,9,9,9,92
19718664,2017-07-24 04:00:00,2018-05-04 04:00:00,3,10,9,10,10,10,10,80
19741944,2017-07-18 04:00:00,2018-11-02 04:00:00,17,9,6,9,9,9,9,80
19760228,2017-08-14 04:00:00,2019-02-10 05:00:00,2,9,8,10,10,10,10,100
19820634,2017-09-11 04:00:00,2018-12-16 05:00:00,14,10,9,9,10,10,9,91
19830549,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19877706,2018-03-15 04:00:00,2018-04-23 04:00:00,2,10,10,10,10,10,10,100
19914589,2017-08-06 04:00:00,2018-10-14 04:00:00,37,9,8,9,9,9,9,89
19928786,2017-09-09 04:00:00,2019-02-27 05:00:00,42,10,10,10,10,10,10,98
19963866,2017-08-08 04:00:00,2018-07-01 04:00:00,12,9,9,9,9,9,8,88
19967176,2017-01-01 05:00:00,2019-01-01 05:00:00,0,10,10,10,10,10,9,95
19838729,2017-10-10 04:00:00,2018-04-30 04:00:00,10,9,9,10,10,10,9,88
1989972,2016-05-15 04:00:00,2018-12-19 05:00:00,34,10,9,10,10,10,9,94
1995143,2015-10-03 04:00:00,2015-10-03 04:00:00,1,10,10,10,10,10,8,80
19271040,2017-06-18 04:00:00,2019-02-28 05:00:00,125,10,10,10,10,10,10,96
19348489,2017-08-06 04:00:00,2019-01-12 05:00:00,6,10,10,10,10,10,10,100
